325
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PVEM|PT|MC|MORENA|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM_PT_MORENA|PVEM_PT|PVEM_MORENA|PT_MORENA|CNR|NULOS|TOTAL|BXGR|CSP|JAM|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
1|2|494|C|1|0|U|529|1|12|2|E0102|136|0|82|0|0|6|67|16|0|0|0|95|0|0|75|0|2|11|354|177|97|67|2024|4|25|14|3|16|4|N
1|3|205|B|1|0|U|459|1|11|3|E0103|43|0|12|5|3|0|139|78|0|36|0|0|0|4|1|0|4|1|283|53|86|139|2024|4|25|14|3|34|4|N
2|2|309|C|1|0|U|452|2|4|5|E0202|54|56|73|1|7|22|41|0|0|0|0|0|0|0|0|0|5|5|210|130|29|41|2024|4|25|13|53|55|4|N
2|2|541|C|1|0|U|617|2|4|5|E0202|1|169|32|17|27|5|76|32|0|0|0|3|0|0|0|0|5|1|367|221|64|76|2024|4|25|14|5|10|4|N
2|3|137|B|1|0|U|483|1|17|6|E0203|86|18|23|11|81|0|63|4|0|0|0|25|1|0|8|0|2|3|239|77|94|63|2024|4|25|14|4|49|4|N
2|3|1984|C|1|0|U|734|1|17|6|E0203|76|27|9|7|20|38|151|66|0|0|0|0|3|0|38|0|2|12|373|43|165|151|2024|4|25|14|3|16|4|N
2|4|1454|B|1|0|U|626|4|7|7|E0204|93|172|16|19|16|44|92|67|0|6|0|16|0|0|0|0|0|2|450|229|127|92|2024|4|25|12|11|59|4|N
2|4|1584|C|1|0|U|525|4|7|7|E0204|49|35|36|6|66|18|38|18|0|0|0|0|0|0|0|0|1|6|224|77|102|38|2024|4|25|13|32|37|4|N
2|5|943|C|1|0|U|509|4|10|8|E0205|7|18|48|1|1|34|68|23|0|0|0|0|16|0|0|0|0|9|218|67|74|68|2024|4|25|14|6|22|4|N
2|5|1016|C|1|0|U|675|4|10|8|E0205|3|65|56|4|6|1|88|18|1|7|0|10|0|0|0|0|0|6|262|143|25|88|2024|4|25|11|37|40|4|N
2|5|1116|C|1|0|U|571|4|9|8|E0205|46|32|26|53|3|8|114|5|6|0|0|0|0|20|1|0|3|5|276|117|37|114|2024|4|25|12|59|58|4|N
2|5|1123|C|3|0|U|659|4|8|8|E0205|128|124|49|26|0|4|82|25|0|0|0|2|0|0|0|0|4|8|324|201|29|82|2024|4|25|12|47|18|4|N
2|5|1146|C|2|0|U|585|4|8|8|E0205|157|2|140|28|26|0|24|53|1|0|0|29|0|0|0|0|1|3|307|200|79|24|2024|4|25|11|48|49|4|N
2|6|795|C|1|0|U|610|4|10|9|E0206|19|17|37|46|51|2|92|3|0|0|0|0|0|0|17|0|5|2|272|100|73|92|2024|4|25|11|52|16|4|N
2|6|988|C|1|0|U|587|4|10|9|E0206|87|13|33|0|25|30|81|43|11|0|0|0|0|0|0|0|3|10|249|57|98|81|2024|4|25|11|58|3|4|N
2|7|172|C|9|0|M|690|1|16|10|E0207|44|43|159|29|2|48|49|1|3|0|0|0|0|0|11|0|4|7|356|234|62|49|2024|4|25|13|28|17|4|N
2|8|1346|C|1|0|U|625|4|12|11|E0208|100|1|111|1|6|15|43|1|0|0|1|0|1|0|7|0|1|0|188|114|30|43|2024|4|25|13|17|27|4|N
2|8|1715|B|1|0|U|387|4|14|11|E0208|39|11|89|33|1|6|52|2|0|0|0|0|0|15|5|0|4|12|230|133|29|52|2024|4|25|12|13|23|4|N
2|8|2084|C|1|0|U|708|4|12|11|E0208|112|27|96|0|8|27|26|195|0|0|0|0|1|0|0|0|2|1|383|123|231|26|2024|4|25|13|59|39|4|N
2|8|2085|C|2|0|U|609|4|12|11|E0208|113|0|14|0|11|7|76|17|0|0|0|0|0|0|3|0|3|1|132|14|38|76|2024|4|25|12|43|42|4|N
2|8|2085|C|3|0|U|609|4|12|11|E0208|113|47|74|11|24|1|10|7|0|0|0|27|0|0|6|0|5|11|223|159|38|10|2024|4|25|12|46|40|4|N
2|9|709|C|2|0|M|577|3|6|12|E0209|22|10|102|34|11|11|135|47|0|0|0|0|0|0|0|0|5|2|357|146|69|135|2024|4|25|10|17|27|4|N
3|1|145|B|1|0|U|394|3|2|13|E0301|87|28|39|1|43|31|83|71|0|0|0|0|1|16|0|0|1|1|315|68|162|83|2024|4|25|14|0|50|4|N
3|1|468|B|1|0|U|471|3|3|13|E0301|117|14|32|8|106|0|58|87|0|0|3|0|0|0|0|0|4|5|317|57|193|58|2024|4|25|14|5|44|4|N
3|2|516|B|1|0|U|455|4|12|14|E0302|41|58|17|1|158|0|75|19|0|0|0|0|0|0|0|0|4|0|332|76|177|75|2024|4|25|12|23|15|4|N
3|2|537|C|2|0|U|716|4|12|14|E0302|41|60|71|0|74|0|44|115|0|0|2|0|0|2|0|0|2|10|380|133|191|44|2024|4|25|12|31|7|4|N
3|2|538|B|1|0|U|712|4|12|14|E0302|42|65|16|27|239|32|40|99|0|0|0|0|0|0|16|0|5|12|551|108|386|40|2024|4|25|11|35|35|4|N
4|2|245|C|1|0|U|531|3|8|16|E0402|24|6|94|31|16|10|64|210|0|0|0|4|33|0|14|1|2|1|486|135|284|64|2024|4|25|11|27|38|4|N
5|1|25|B|1|0|U|720|2|1|17|E0501|16|204|23|22|34|101|13|1|0|0|0|0|0|3|0|0|1|5|407|249|139|13|2024|4|25|12|52|30|4|N
5|2|1042|C|3|0|U|579|31|6|18|E0502|61|0|4|1|6|4|6|8|1|1|0|4|0|0|0|0|1|0|36|11|18|6|2024|4|25|14|5|11|4|N
5|5|1202|C|1|0|U|518|35|8|21|E0505|48|0|1|31|75|19|134|50|0|0|0|10|0|0|0|0|0|4|324|42|144|134|2024|4|25|12|13|16|4|N
5|5|1336|C|1|0|U|566|35|9|21|E0505|44|7|15|3|19|27|88|102|0|9|15|0|0|48|0|0|5|7|345|49|196|88|2024|4|25|12|26|20|4|N
5|5|1337|B|1|0|U|464|35|9|21|E0505|44|0|13|2|34|14|54|3|0|5|0|0|0|3|0|1|3|12|144|20|55|54|2024|4|25|12|30|12|4|N
5|8|568|B|1|0|R|299|24|12|24|E0508|55|12|39|0|6|19|23|0|5|0|0|2|0|4|0|0|1|2|113|58|29|23|2024|4|25|10|33|32|4|N
5|8|1719|C|2|0|U|676|27|12|24|E0508|92|2|7|0|82|30|67|51|26|0|0|0|0|0|0|0|0|2|267|35|163|67|2024|4|25|10|42|0|4|N
5|8|1721|C|2|0|U|650|27|12|24|E0508|94|0|11|17|59|42|51|15|0|0|0|0|0|2|0|1|5|11|214|28|119|51|2024|4|25|10|29|3|4|N
6|2|215|B|1|0|U|567|8|13|26|E0602|66|12|16|33|0|38|15|55|0|0|0|6|1|51|0|30|5|5|267|67|175|15|2024|4|25|14|3|47|4|N
6|2|336|C|1|0|M|553|10|16|26|E0602|119|0|96|23|0|0|54|85|0|0|0|34|2|2|0|61|0|1|358|153|150|54|2024|4|25|14|4|2|4|N
7|1|1109|C|1|0|R|597|76|9|27|E0701|72|4|0|37|2|7|121|19|7|122|0|21|0|0|0|0|0|0|340|191|28|121|2024|4|25|11|6|36|4|N
7|4|621|C|1|0|U|614|43|12|30|E0704|17|2|0|79|34|46|99|2|0|48|0|7|0|0|6|87|2|11|423|136|175|99|2024|4|25|14|5|33|4|N
7|5|347|E|1|0|R|438|23|22|31|E0705|17|0|11|11|46|2|192|36|0|5|0|0|0|0|0|0|1|8|312|27|84|192|2024|4|25|9|56|0|4|N
7|5|1121|B|1|0|U|683|77|5|31|E0705|48|13|0|63|7|68|300|57|0|37|0|0|1|0|0|1|3|12|562|113|134|300|2024|4|25|10|27|46|4|N
7|6|404|C|2|0|U|622|27|3|32|E0706|12|7|10|68|0|53|243|16|1|44|0|10|0|0|0|0|3|6|461|140|69|243|2024|4|25|11|46|21|4|N
7|6|404|E|1|3|U|741|27|3|32|E0706|13|34|48|7|11|38|136|47|0|137|0|6|0|0|0|0|2|12|478|232|96|136|2024|4|25|12|46|56|4|N
7|6|429|C|2|0|R|527|27|3|32|E0706|27|1|11|27|58|7|243|3|0|40|0|0|0|0|0|0|5|6|401|79|68|243|2024|4|25|13|57|5|4|N
7|6|1242|B|1|0|U|608|87|3|32|E0706|42|4|21|36|12|70|151|56|0|59|0|3|1|0|3|1|1|1|419|123|143|151|2024|4|25|14|4|57|1|N
7|6|1660|C|2|0|U|670|102|1|32|E0706|97|13|31|72|0|53|175|36|1|19|0|0|8|1|0|0|2|8|419|136|98|175|2024|4|25|13|34|50|4|N
7|6|2105|C|2|0|R|630|27|3|32|E0706|30|0|9|82|5|0|84|261|2|6|0|0|0|0|0|3|0|11|463|99|269|84|2024|4|25|13|49|47|4|N
7|13|1205|C|1|0|R|531|124|17|39|E0713|32|32|0|19|115|52|73|16|0|24|0|20|0|0|0|0|4|9|364|95|183|73|2024|4|25|13|21|3|4|N
8|1|2711|C|4|0|U|713|37|7|40|E0801|47|53|19|10|36|1|37|46|0|43|3|0|51|1|0|0|1|3|304|128|135|37|2024|4|25|12|41|11|4|N
