1254
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PVEM|PT|MC|MORENA|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM_PT_MORENA|PVEM_PT|PVEM_MORENA|PT_MORENA|CNR|NULOS|TOTAL|BXGR|CSP|JAM|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
1|2|494|C|1|0|U|529|1|12|2|E0102|136|0|82|0|0|6|67|16|0|0|0|95|0|0|75|0|2|11|354|177|97|67|2024|4|25|14|3|16|4|N
1|2|572|C|4|0|U|680|1|16|2|E0102|35|0|55|55|0|67|124|109|0|0|0|5|0|1|3|0|4|12|435|115|180|124|2024|4|25|14|44|44|4|N
1|3|27|B|1|0|U|551|1|17|3|E0103|46|6|5|70|0|4|7|26|0|0|0|5|0|0|1|0|2|8|134|86|31|7|2024|4|25|14|12|52|4|N
1|3|48|C|2|0|U|652|1|6|3|E0103|19|32|45|52|0|57|22|47|0|4|0|51|0|0|29|0|2|9|350|184|133|22|2024|4|25|14|11|13|4|N
1|3|205|B|1|0|U|459|1|11|3|E0103|43|0|12|5|3|0|139|78|0|36|0|0|0|4|1|0|4|1|283|53|86|139|2024|4|25|14|3|34|4|N
1|3|268|B|1|0|U|653|1|9|3|E0103|158|6|104|72|47|0|117|99|0|0|0|6|0|17|1|0|1|10|480|188|164|117|2024|4|25|14|8|41|4|N
1|3|545|B|1|0|U|611|1|18|3|E0103|136|0|27|25|0|51|99|117|0|0|0|1|0|18|3|0|0|6|347|53|189|99|2024|4|25|14|16|31|4|N
2|2|309|C|1|0|U|452|2|4|5|E0202|54|56|73|1|7|22|41|0|0|0|0|0|0|0|0|0|5|5|210|130|29|41|2024|4|25|13|53|55|4|N
2|2|522|B|1|0|U|694|2|4|5|E0202|20|81|115|0|10|220|41|39|0|0|0|0|0|0|0|0|4|3|513|196|269|41|2024|4|25|14|17|6|4|N
2|2|523|C|4|0|U|709|2|4|5|E0202|23|77|21|0|9|0|163|3|32|5|0|0|0|0|4|0|3|0|317|135|16|163|2024|4|25|14|17|31|4|N
2|2|541|C|1|0|U|617|2|4|5|E0202|1|169|32|17|27|5|76|32|0|0|0|3|0|0|0|0|5|1|367|221|64|76|2024|4|25|14|5|10|4|N
2|2|1642|C|2|0|U|572|2|3|5|E0202|87|43|67|0|7|0|38|42|0|0|32|0|0|0|0|0|5|10|244|142|49|38|2024|4|25|15|5|38|4|N
2|2|1658|C|2|0|U|609|2|5|5|E0202|96|36|106|1|42|0|63|15|0|0|0|0|0|0|0|0|2|1|266|143|57|63|2024|4|25|14|15|52|4|N
2|2|1959|B|1|0|U|524|2|4|5|E0202|75|51|68|0|24|3|208|4|0|0|3|1|0|6|0|0|0|11|379|123|37|208|2024|4|25|14|12|26|4|N
2|3|30|C|1|0|U|632|1|16|6|E0203|32|11|108|0|0|13|117|4|28|0|1|5|0|0|0|0|4|9|300|153|17|117|2024|4|25|14|10|0|4|N
2|3|37|C|4|0|U|607|1|16|6|E0203|29|44|212|39|5|1|29|10|3|0|5|0|0|0|11|0|3|5|367|303|27|29|2024|4|25|15|3|22|4|N
2|3|137|B|1|0|U|483|1|17|6|E0203|86|18|23|11|81|0|63|4|0|0|0|25|1|0|8|0|2|3|239|77|94|63|2024|4|25|14|4|49|4|N
