29
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PVEM|PT|MC|MORENA|FXM|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM_PT_MORENA_FXM|PVEM_PT_MORENA|PVEM_PT_FXM|PVEM_MORENA_FXM|PT_MORENA_FXM|PVEM_PT|PVEM_MORENA|PVEM_FXM|PT_MORENA|PT_FXM|MORENA_FXM|CNR|NULOS|TOTAL|JFYZ|NRNG|HDEB|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
30|2|1353|B|1|0|R|497|60|2|273|E3002|124|16|11|11|9|9|94|3|8|15|1|11|0|7|7|2|4|8|10|12|3|5|11|1|0|0|258|65|99|94|2024|4|25|13|16|54|4|N
30|3|1229|B|1|0|U|387|50|26|274|E3003|9|12|10|14|7|3|71|9|6|5|12|12|1|1|5|3|3|12|5|0|1|5|2|0|2|0|201|66|62|71|2024|4|25|13|33|31|4|N
30|4|549|C|1|0|U|740|29|16|275|E3004|108|18|18|11|7|8|186|9|5|7|19|13|3|8|1|6|5|6|5|6|0|0|0|0|0|0|341|89|66|186|2024|4|25|15|5|3|4|N
30|4|4381|B|1|0|U|679|192|15|275|E3004|52|13|17|8|5|11|147|7|0|17|20|16|6|5|6|3|5|0|4|5|4|2|6|0|24|4|335|97|63|147|2024|4|25|14|16|41|4|N
30|4|4461|C|3|0|U|564|192|15|275|E3004|27|13|20|8|3|1|117|3|4|8|15|15|1|8|7|6|5|5|2|5|0|4|4|0|25|1|280|80|57|117|2024|4|25|14|17|14|4|N
30|4|4490|C|3|0|U|692|192|15|275|E3004|1|18|21|9|4|6|186|8|6|10|17|12|6|1|4|4|9|5|4|4|3|5|8|0|24|2|376|93|71|186|2024|4|25|14|9|55|4|N
30|4|4494|C|4|0|U|691|192|15|275|E3004|11|14|25|6|5|5|149|2|2|17|20|13|5|8|9|3|6|3|5|5|2|2|8|0|32|3|349|100|65|149|2024|4|25|15|6|29|4|N
30|5|3118|C|2|0|U|641|132|5|276|E3005|8|34|38|25|6|7|53|4|3|38|19|42|2|5|3|8|5|8|2|4|5|4|9|0|0|0|324|198|73|53|2024|4|25|14|2|53|4|N
30|5|3129|B|1|0|U|696|132|5|276|E3005|15|35|30|27|5|11|76|1|2|44|24|42|2|3|4|7|4|5|5|3|8|12|9|0|1|0|360|204|79|76|2024|4|25|15|9|4|4|N
30|5|3144|C|5|0|U|632|132|5|276|E3005|22|29|33|40|6|5|58|2|5|40|27|39|4|6|5|5|3|7|6|4|6|2|4|0|0|0|336|212|66|58|2024|4|25|14|9|8|4|N
