350
ID_ESTADO|ID_DISTRITO_FEDERAL|SECCION|TIPO_CASILLA|ID_CASILLA|EXT_CONTIGUA|TIPO_SECCION|LISTA_NOMINAL|ID_MUNICIPIO|ID_DIST_LOC|ID_ESTRATO|ESTRATO|NUMERO_ARE|PAN|PRI|PRD|PVEM|PT|MC|MORENA|FXM|PAN_PRI_PRD|PAN_PRI|PAN_PRD|PRI_PRD|PVEM_PT_MORENA_FXM|PVEM_PT_MORENA|PVEM_PT_FXM|PVEM_MORENA_FXM|PT_MORENA_FXM|PVEM_PT|PVEM_MORENA|PVEM_FXM|PT_MORENA|PT_FXM|MORENA_FXM|CNR|NULOS|TOTAL|JFYZ|NRNG|HDEB|ANIO|MES|DIA|HORA|MINUTOS|SEGUNDOS|ORIGEN_CAPTURA|MODIFICADO
30|1|699|B|1|0|R|598|37|2|272|E3001|85|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
30|1|1321|C|1|0|U|528|57|2|272|E3001|109|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|58|35|2|N
30|1|1725|B|1|0|R|610|80|2|272|E3001|126|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|54|38|4|N
30|1|2781|E|1|0|R|259|122|1|272|E3001|70|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|21|4|4|N
30|1|2795|E|1|0|R|199|122|1|272|E3001|71|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|15|54|56|4|N
30|1|2814|B|1|0|U|738|124|1|272|E3001|27|24|43|36|10|12|95|6|6|18|25|21|1|10|8|6|12|4|4|12|12|9|5|0|5|0|384|168|116|95|2024|4|25|15|46|21|4|N
30|1|2819|C|2|0|U|673|124|1|272|E3001|3|26|51|30|4|5|72|4|2|18|28|24|1|5|18|3|5|7|4|5|16|10|6|0|5|1|350|178|94|72|2024|4|25|15|42|0|4|N
30|1|2824|C|1|0|U|634|124|1|272|E3001|8|22|39|31|5|6|77|9|5|12|30|24|0|6|5|5|3|8|7|10|7|5|6|0|1|0|323|158|87|77|2024|4|25|15|30|5|4|N
30|1|2865|C|1|0|U|441|124|1|272|E3001|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|6|30|4|N
30|1|3071|C|2|0|U|513|130|2|272|E3001|116|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|16|17|46|4|N
30|1|3222|B|1|0|U|599|133|1|272|E3001|53|16|25|27|6|10|61|10|4|21|18|25|1|8|6|2|8|8|9|2|11|9|10|0|7|2|306|133|103|61|2024|4|25|15|44|12|4|N
30|1|3241|B|1|0|U|618|133|1|272|E3001|40|21|24|26|3|7|69|4|11|15|16|17|0|7|6|4|6|3|6|7|9|10|6|0|5|0|282|119|89|69|2024|4|25|15|42|49|4|N
30|1|3550|B|1|0|R|445|151|1|272|E3001|73|12|23|24|4|4|60|0|3|10|18|13|4|6|2|6|2|4|7|2|8|9|5|0|0|0|226|104|62|60|2024|4|25|15|48|52|4|N
30|1|3583|B|1|0|R|212|153|1|272|E3001|38|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2024|4|25|18|3|55|1|N
30|1|3586|B|1|0|R|417|153|1|272|E3001|60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||||||||
