ID_ESTADO,CANDIDATO,PARTIDO
00,BXGR,PAN_PRI_PRD
00,BXGR,PAN_PRI
00,BXGR,PAN_PRD
00,BXGR,PRI_PRD
00,BXGR,PAN
00,BXGR,PRI
00,BXGR,PRD
00,CSP,PVEM_PT_MORENA
00,CSP,PVEM
00,CSP,PT
00,CSP,MORENA
00,CSP,PVEM_PT
00,CSP,PVEM_MORENA
00,CSP,PT_MORENA
00,JAM,MC
00,OTROS,CNR
00,OTROS,NULOS
27,LBS,PAN
27,LBS,PRI
27,LBS,PAN_PRI
27,JMFP,PRD
27,JMR,PVEM
27,JMR,PT
27,JMR,MORENA
27,JMR,PVEM_PT_MORENA
27,JMR,PVEM_PT
27,JMR,PVEM_MORENA
27,JMR,PT_MORENA
27,MIDLF,MC
27,OTROS,CNR
27,OTROS,NULOS
30,JFYZ,PAN
30,JFYZ,PRI
30,JFYZ,PRD
30,JFYZ,PAN_PRI_PRD
30,JFYZ,PAN_PRI
30,JFYZ,PAN_PRD
30,JFYZ,PRI_PRD
30,NRNG,PVEM
30,NRNG,PT
30,NRNG,MORENA
30,NRNG,FXM
30,NRNG,PVEM_PT_MORENA_FXM
30,NRNG,PVEM_PT_MORENA
30,NRNG,PVEM_PT_FXM
30,NRNG,PVEM_MORENA_FXM
30,NRNG,PT_MORENA_FXM
30,NRNG,PVEM_PT
30,NRNG,PVEM_MORENA
30,NRNG,PVEM_FXM
30,NRNG,PT_MORENA
30,NRNG,PT_FXM
30,NRNG,MORENA_FXM
30,HDEB,MC
30,OTROS,CNR
30,OTROS,NULOS
17,JMGOD,MC
17,JMGOD,MC_PROGRESA
17,JMGOD,PROGRESA
17,LVMG,PAN
17,LVMG,PAN_PRI_PRD_RSP_M
17,LVMG,PAN_PRI_PRD_RSP_N
17,LVMG,PAN_PRI_PRD_RSP_O
17,LVMG,PAN_PRI_PRD_RSP_P
17,LVMG,PAN_PRI_PRD_RSP_Q
17,LVMG,PAN_PRI_PRD_RSP_R
17,LVMG,PAN_PRI_PRD_RSP_S
17,LVMG,PAN_PRI_PRD_RSP_T
17,LVMG,PAN_PRI_PRD_RSP_U
17,LVMG,PAN_PRI_PRD_RSP_V
17,LVMG,PAN_PRI_PRD_RSP_W
17,LVMG,PRD
17,LVMG,PRI
17,LVMG,RSP
17,MGSC,MAS
17,MGSC,MORENA
17,MGSC,NAM
17,MGSC,PES
17,MGSC,PT
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AA
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AB
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AC
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AD
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AE
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AF
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AG
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AH
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AI
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AJ
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AK
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AL
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AM
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AN
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AO
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AP
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AQ
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AR
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AS
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AT
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AU
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_AV
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_X
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_Y
17,MGSC,PT_PVEM_MORENA_NAM_MAS_PES_Z
17,MGSC,PVEM
17,OTROS,CNR
17,OTROS,NULOS
